Thème,Oeuvre,Compositeur,Média,Catégorie,Année,Difficulté,Pays,Réponse,Lien,Code Spotify,Lien Playlist,marche pas
Main Title Theme,Les Simpson,Danny Elfman,Série,"Comédie, Animation",1989,Facile,USA,"The Simpsons, Simpson, Simpsons, Les Simpsons",https://open.spotify.com/intl-fr/track/7CD8O3gZ5NB7jkfO5cv0WD,spotify:track:7CD8O3gZ5NB7jkfO5cv0WD,,FALSE
Everything is Not What it Seems,Les Sorciers de Waverly Place,"John Adair, Steve Hampton, Selena Gomez",Série,Comédie,2007,Facile,USA,,https://open.spotify.com/intl-fr/track/4SOPD0tKgbC0MOt1HPYrJ6,spotify:track:4SOPD0tKgbC0MOt1HPYrJ6,,FALSE
Main Titles,Locke & Key,Torin Borrowdale,Série,"Fantasy, Drame",2020,Moyen,USA,,https://open.spotify.com/intl-fr/track/1aPJ6S2VVLhUsAk9TIPuBp,spotify:track:1aPJ6S2VVLhUsAk9TIPuBp,,FALSE
Ascension,Loki,Natalie Holt,Série,"Science-Fiction, Super-héro, Action, Marvel",2021,Moyen,USA,,https://open.spotify.com/intl-fr/track/4v0zx9bnE0Y33QfVE9RPv3,spotify:track:4v0zx9bnE0Y33QfVE9RPv3,,FALSE
Life And Death,Lost,Michael Giacchino,Série,"Science-Fiction, Drame",2004,Moyen,USA,,https://open.spotify.com/intl-fr/track/5fX87mpUVvu3kPBwjeiKtr,spotify:track:5fX87mpUVvu3kPBwjeiKtr,,FALSE
Being Evil Has a Price,Lucifer,Heavy Young Heathens,Série,Comédie,2016,Difficile,USA,,https://open.spotify.com/intl-fr/track/1JIDa3kZ1kPc842PD0ZjIQ,spotify:track:1JIDa3kZ1kPc842PD0ZjIQ,,FALSE
Arsène,Lupin,Mathieu Lamboley,Série,"Thriller, Action",2021,Moyen,France,,https://open.spotify.com/intl-fr/track/4vkmFustYM7mqMVZDIRDbj,spotify:track:4vkmFustYM7mqMVZDIRDbj,,FALSE
Générique,MacGyver,Randy Edelman,Série,Action,1985,Difficile,USA,,https://open.spotify.com/intl-fr/track/2d1nfG7UK2x2hv1iNf1w8D,spotify:track:2d1nfG7UK2x2hv1iNf1w8D,,FALSE
Boss of Me,Malcom,They Might Be Giants,Série,Comédie,2000,Facile,USA,,https://open.spotify.com/intl-fr/track/5S1vJejm1YukfhXa5PxPan,spotify:track:5S1vJejm1YukfhXa5PxPan,,FALSE
Main Title Theme,Mentalist,Blake Neely,Série,Drame,2008,Moyen,USA,,https://open.spotify.com/intl-fr/track/3Sw4YN3tnfVY94ZLkynVs0,spotify:track:3Sw4YN3tnfVY94ZLkynVs0,,FALSE
Main Titles,Mercredi,Danny Elfman,Série,Comédie,2022,Facile,USA,,https://open.spotify.com/intl-fr/track/3dd9uXh41vmFLO3UvqLJL6,spotify:track:3dd9uXh41vmFLO3UvqLJL6,,FALSE
Ms. Marvel Suite,Miss Marvel,Laura Karpman,Série,"Super-héro, Marvel, Action",2022,Difficile,USA,Ms Marvel,https://open.spotify.com/intl-fr/track/10asHQuP1kwP5GKRMIOkUu,spotify:track:10asHQuP1kwP5GKRMIOkUu,,FALSE
Main Theme,Modern Family,Gabriel Mann,Série,Comédie,2009,Difficile,USA,,https://open.spotify.com/intl-fr/track/3b8Dhzmkq4eTcGEr8NL3U1,spotify:track:3b8Dhzmkq4eTcGEr8NL3U1,,FALSE
It's a Jungle Out There,Monk,Randy Newman,Série,"Comédie, Drame",2002,Moyen,USA,,https://open.spotify.com/intl-fr/track/4Nos5i3D8frSmUDtLWviT8,spotify:track:4Nos5i3D8frSmUDtLWviT8,,FALSE
End Credits,Monsters,Nick Cave,Série,"Horreur, Histoire",1988,Difficile,USA,Dahmer,https://open.spotify.com/intl-fr/track/1zmRTJEYYYamHKy8Bsi8ne,spotify:track:1zmRTJEYYYamHKy8Bsi8ne,,FALSE
Moon Knight,Moon Knight,Hesham Nazih,Série,"Super-héro, Action, Marvel",2022,Moyen,USA,,https://open.spotify.com/intl-fr/track/65ICJM6KqFWou1ntTAv0Qk,spotify:track:65ICJM6KqFWou1ntTAv0Qk,,FALSE
Tuyo,Narcos,Rodrigo Amarante,Série,"Drame, Histoire",2015,Facile,USA,,https://open.spotify.com/intl-fr/track/4F6bP95ULviRgg17IPaox6,spotify:track:4F6bP95ULviRgg17IPaox6,,FALSE
NCIS Theme,NCIS,"Brian Kirk, Steven Bramson, Joseph Conlan",Série,"Drame, Action",2003,Facile,USA,,https://open.spotify.com/intl-fr/track/4c1LnEyVW8evh46XomFZ7u,spotify:track:4c1LnEyVW8evh46XomFZ7u,,FALSE
Obi-Wan,Obi-Wan Kenobi,"John Williams, Natalie Holt",Série,Science-Fiction,2022,Moyen,USA,,https://open.spotify.com/intl-fr/track/22VtvEbttc3y0MuekCm7Sb,spotify:track:22VtvEbttc3y0MuekCm7Sb,,FALSE
Chop Chop Cannnon,One Piece,Sonya Belousova,Série,"Action, Drame",2023,Facile,USA,,https://open.spotify.com/intl-fr/track/30w61gSGOMawAfpCN6caOA,spotify:track:30w61gSGOMawAfpCN6caOA,,FALSE
You've Got Time,Orange is the New Black,Regina Spektor,Série,"Comédie, Drame",2013,Moyen,USA,,https://open.spotify.com/intl-fr/track/1vDMGBzqLJWZC5UzePDURw,spotify:track:1vDMGBzqLJWZC5UzePDURw,,FALSE
Pogues Theme,Outer Banks,Fil Eisler,Série,Drame,2020,Difficile,USA,,https://open.spotify.com/intl-fr/track/2WIt3AuGYp2iz3UPT4QuEo,spotify:track:2WIt3AuGYp2iz3UPT4QuEo,,FALSE
Red Right Hand,Peaky Blinders,"Nick Cave, The Bad Seeds",Série,Drame,2013,Facile,UK,,https://open.spotify.com/intl-fr/track/2m00UKm7wLk8SxHQTyBRFj,spotify:track:2m00UKm7wLk8SxHQTyBRFj,,FALSE
Secret,Pretty Little Liars,The Pierces,Série,Drame,2010,Facile,USA,,https://open.spotify.com/intl-fr/track/7eoC95sT8KxeZGPAikDOAm,spotify:track:7eoC95sT8KxeZGPAikDOAm,,FALSE
Pas Le Temps,Prison Break,"Faf Larage, Ramin Djawadi",Série,"Thriller, Drame, Action",2005,Facile,USA,,https://open.spotify.com/intl-fr/track/7fK18rgyVRnPy3eAEP8cj6,spotify:track:7fK18rgyVRnPy3eAEP8cj6,,FALSE
Main Title,Problème à 3 corps,Ramin Djawadi,Série,"Science-Fiction, Drame",2024,Facile,USA,3 Body Problem,https://open.spotify.com/intl-fr/track/4dOKZxlcDCumXlQUJW1GH7,spotify:track:4dOKZxlcDCumXlQUJW1GH7,,FALSE
Reacher Makes His Move,Reacher,Tony Morales,Série,"Action, Thriller",2022,Difficile,USA,,https://open.spotify.com/intl-fr/track/23RrtwfMoLBny3TsKCyvwt,spotify:track:23RrtwfMoLBny3TsKCyvwt,,FALSE
Rick And Morty Theme,Rick et Morty,Ryan Elder,Série,"Comédie, Science-Fiction, Animation",2013,Facile,USA,Rick and Morty,https://open.spotify.com/intl-fr/track/1Y6Pxm8LFw1zJBc3ZW3Stt,spotify:track:1Y6Pxm8LFw1zJBc3ZW3Stt,,FALSE
Riverdale,Riverdale,Blake Neely,Série,Drame,2017,Difficile,USA,,https://open.spotify.com/intl-fr/track/4RsT2n8vTbI4RwGu9EQGqS,spotify:track:4RsT2n8vTbI4RwGu9EQGqS,,FALSE
Superman,Scrubs,Lazlo Bane,Série,Comédie,2001,Difficile,USA,,https://open.spotify.com/intl-fr/track/19nAFg6Mb6jXN3yxPC2sSk,spotify:track:19nAFg6Mb6jXN3yxPC2sSk,,FALSE
Main Title Theme,Secret Invasion,Kris Bowers,Série,"Super-héro, Marvel, Action",2023,Difficile,USA,,https://open.spotify.com/intl-fr/track/4eJekm7bfnUMUPSF54rdYJ,spotify:track:4eJekm7bfnUMUPSF54rdYJ,,FALSE
Main Title Theme,Sense 8,"Johnny Klimek, Tom Tykwer",Série,"Science-Fiction, Drame",2015,Difficile,USA,,https://open.spotify.com/intl-fr/track/3epSc3Hc0vBbQkOEEfhCmR,spotify:track:3epSc3Hc0vBbQkOEEfhCmR,,FALSE
Main Titles,Severance,Theodore Shapiro,Série,"Science-Fiction, Drame, Thriller",2022,Moyen,USA,,https://open.spotify.com/intl-fr/track/2dssT0G1eXmqLoNIzKEuxN,spotify:track:2dssT0G1eXmqLoNIzKEuxN,,FALSE
Love You So Bad,Sex Education,Ezra Furman,Série,"Comédie, Drame",2019,Difficile,UK,Sex Ed,https://open.spotify.com/intl-fr/track/7I5YEoBfBLJnMfZCouNFCb,spotify:track:7I5YEoBfBLJnMfZCouNFCb,,FALSE
Ravka,Shadow and Bone,Joseph Trapanese,Série,Action,2021,Difficile,USA,,https://open.spotify.com/intl-fr/track/1wkoNWQNsmsImjB31h1M1c,spotify:track:1wkoNWQNsmsImjB31h1M1c,,FALSE
She-Hulk Attorney at Law,She Hulk,Amie Doherty,Série,"Super-héro, Comédie, Marvel",2022,Difficile,USA,,https://open.spotify.com/intl-fr/track/2k2qC3o7QLhVzJXi8DxJ2t,spotify:track:2k2qC3o7QLhVzJXi8DxJ2t,,FALSE
The Game is On,Sherlock,"David Arnold, Michael Price",Série,"Drame, Action",2010,Facile,USA,,https://open.spotify.com/intl-fr/track/1RT9Wj6g8fPyGubIt0MG3L,spotify:track:1RT9Wj6g8fPyGubIt0MG3L,,FALSE
End Credits,Skeleton Crew,Mick Giacchino,Série,Science-Fiction,2024,Difficile,USA,,https://open.spotify.com/intl-fr/track/0ekmDW7YJuwjejdYKCN7fZ,spotify:track:0ekmDW7YJuwjejdYKCN7fZ,,TRUE
Save Me,Smallville,Remy Zero,Série,"Super-héro, Drame, Romance",2001,Moyen,USA,,https://open.spotify.com/intl-fr/track/4pkFvX3AkuiSGPkv8gMlks,spotify:track:4pkFvX3AkuiSGPkv8gMlks,,FALSE
South Park Theme,South Park,PRIMUS,Série,"Comédie, Animation",1997,Moyen,USA,,https://open.spotify.com/intl-fr/track/7264Ws3hWuvMyTyt8bmcRE,spotify:track:7264Ws3hWuvMyTyt8bmcRE,,FALSE
Way Back then,Squid Game,Jung Jaeil,Série,"Thriller, Drame",2021,Facile,Asie,,https://open.spotify.com/intl-fr/track/1QZlW9PmwtZtHKraGG1JdB,spotify:track:1QZlW9PmwtZtHKraGG1JdB,,FALSE
Stranger Things,Stranger Things,"Kyle Dixon, Michael Stein",Série,"Science-Fiction, Horreur, Drame",2016,Facile,USA,,https://open.spotify.com/intl-fr/track/0kwuKfWntoGh0EWyYb7Mpf,spotify:track:0kwuKfWntoGh0EWyYb7Mpf,,FALSE
Main Title Theme,Succession,Nicholas Britell,Série,Drame,2018,Difficile,USA,,https://open.spotify.com/intl-fr/track/0bSHwuTOZVJUXWT03H9oD2,spotify:track:0bSHwuTOZVJUXWT03H9oD2,,FALSE
Carry on Wayward Son,Supernatural,Kansas,Série,"Fantasy, Horreur, Drame",2005,Moyen,USA,,https://open.spotify.com/intl-fr/track/4DMKwE2E2iYDKY01C335Uw,spotify:track:4DMKwE2E2iYDKY01C335Uw,,FALSE
Sweet Tooth,Sweet Tooth,Jeff Grace,Série,"Fantasy, Drame",2021,Difficile,USA,,https://open.spotify.com/intl-fr/track/68Y4IgH6NbFl9pc1Pb5OeK,spotify:track:68Y4IgH6NbFl9pc1Pb5OeK,,FALSE
Ted Lasso Theme,Ted Lasso,"Marcus Mumford, Tom Howe",Série,Comédie,2020,Difficile,USA,,https://open.spotify.com/intl-fr/track/0OvmDL6jiAksoqs01EAq9A,spotify:track:0OvmDL6jiAksoqs01EAq9A,,FALSE
Main Title,Teen Wolf,Dino Meneghin,Série,"Fantasy, Drame",2011,Moyen,USA,,https://open.spotify.com/intl-fr/track/3T9Eus0RPWlK1UlpLapJOg,spotify:track:3T9Eus0RPWlK1UlpLapJOg,,FALSE
Main Theme,The 100,"Evan Frankfort, Liz Phair",Série,"Science-Fiction, Drame",2014,Moyen,USA,"100, the hundred, the cent",https://open.spotify.com/intl-fr/track/5WT3geWRDrCv6JpEFyRI8g,spotify:track:5WT3geWRDrCv6JpEFyRI8g,,FALSE
Mr. Lonely,The 8 show,Bobby Vinton,Série,"Thriller, Drame",2024,Difficile,Asie,,https://open.spotify.com/intl-fr/track/5KG2ahk1cONbHvg3dBdTbx,spotify:track:5KG2ahk1cONbHvg3dBdTbx,,FALSE
The Power of Many,The Acolyte,"Michael Abels, Victoria Monét, D'Mile",Série,"Science-Fiction, Action",2024,Difficile,USA,,https://open.spotify.com/intl-fr/track/2idZMJB3BWHSXiX6EL14Nx,spotify:track:2idZMJB3BWHSXiX6EL14Nx,,FALSE
Big Bang Theory Theme,The Big Bang Theory,Barenaked Ladies,Série,Comédie,2007,Facile,USA,Big Bang Theory,https://open.spotify.com/intl-fr/track/5FCPN8g30PRH7lLgxDh9LQ,spotify:track:5FCPN8g30PRH7lLgxDh9LQ,,FALSE
The Book of Boba Fett,The Book of Boba Fett,Ludwig Goransson,Série,"Science-Fiction, Action",2021,Facile,USA,Book of Boba Fett,https://open.spotify.com/intl-fr/track/1XkRprkVY9ntVC7KzHrlaZ,spotify:track:1XkRprkVY9ntVC7KzHrlaZ,,FALSE
I Can Do Anything,The Boys,"Christopher Lennertz, Matt Bowen",Série,"Super-héro, Action, Drame",2019,Facile,USA,,https://open.spotify.com/intl-fr/track/619p8Frf2gdv76xeN7At76,spotify:track:619p8Frf2gdv76xeN7At76,,FALSE
Ahsoka Leaves,The Clone Wars,Kevin Kiner,Série,"Science-Fiction, Action, Animation",2008,Moyen,USA,Clone Wars,https://open.spotify.com/intl-fr/track/2MhsbNixSxMiitxzlFR22o,spotify:track:2MhsbNixSxMiitxzlFR22o,,FALSE
Main Title,The Crown,Hans Zimmer,Série,"Drame, Histoire",2016,Moyen,UK,,https://open.spotify.com/intl-fr/track/21u2gUlh5Iun4ogGGqKVum,spotify:track:21u2gUlh5Iun4ogGGqKVum,,FALSE
Walking All Day,The End of the F***ing World,Graham Coxon,Série,"Comédie, Drame",2017,Difficile,UK,The End of the Fucking World,https://open.spotify.com/intl-fr/track/3LiqCv5eYgC47T4e6Sxp7d,spotify:track:3LiqCv5eYgC47T4e6Sxp7d,,FALSE
Main Theme,The Flash,Blake Neely,Série,"Super-héro, Action",2014,Difficile,USA,Flash,https://open.spotify.com/intl-fr/track/0uwYX5jJ7vj5nRCoxAt7kN,spotify:track:0uwYX5jJ7vj5nRCoxAt7kN,,FALSE
Main Theme,The Good Place,David Schwartz,Série,"Fantasy, Comédie",2016,Difficile,USA,,https://open.spotify.com/intl-fr/track/0VSqi18Fanu3qQq3g0PIoX,spotify:track:0VSqi18Fanu3qQq3g0PIoX,,FALSE
Morning,The Kardashian,Francis and the Lights,Série,Comédie,2022,Difficile,USA,,https://open.spotify.com/intl-fr/track/2SNtwYtk9a4THKlERP0bMN,spotify:track:2SNtwYtk9a4THKlERP0bMN,,FALSE
The Last of Us,The Last of Us,Gustavo Santaolalla,Série,Drame,2023,Facile,USA,,https://open.spotify.com/intl-fr/track/285ieonEuLkll3zknYK2TY,spotify:track:285ieonEuLkll3zknYK2TY,,FALSE
The Mandalorian,The Mandalorian,Ludwig Goransson,Série,"Science-Fiction, Action",2019,Facile,USA,,https://open.spotify.com/intl-fr/track/6tJFtthY0rI1x06qb8NjK0,spotify:track:6tJFtthY0rI1x06qb8NjK0,,FALSE
The Office Theme,The Office,Jay Ferguson,Série,Comédie,2005,Facile,USA,,https://open.spotify.com/intl-fr/track/0KF8CY3SL3gyu65oLGhyGe,spotify:track:0KF8CY3SL3gyu65oLGhyGe,,FALSE
Scherzo for a Flightless Bird,The Penguin,Mick Giacchino,Série,"Super-héro, Drame",2024,Difficile,USA,,https://open.spotify.com/intl-fr/track/2OmmOXE9y2XeMP8EaLcn8v,spotify:track:2OmmOXE9y2XeMP8EaLcn8v,,FALSE
Main Title,The Punisher,Tyler Bates,Série,"Thriller, Action, Marvel, Super-héro",2017,Moyen,USA,,https://open.spotify.com/intl-fr/track/0rSJtqCSAkhKORRpJlk7pL,spotify:track:0rSJtqCSAkhKORRpJlk7pL,,FALSE
Where the Shadow Lie,The Rings of Power,"Bear McCreary, Fiona Apple",Série,Fantasy,2022,Difficile,USA,"Ring of Power, Les Anneaux de Pouvoir, Anneaux de Pouvoir, Rings of Power",https://open.spotify.com/intl-fr/track/3rdIfUypAjqTHt4CTQlPec,spotify:track:3rdIfUypAjqTHt4CTQlPec,,FALSE
Woke Up This Morning,The Sopranos,Alabama 3,Série,Drame,1999,Difficile,USA,,https://open.spotify.com/intl-fr/track/1cuclT4cacekr88IvVtCpz,spotify:track:1cuclT4cacekr88IvVtCpz,,FALSE
The Vampire Diaries,The Vampire Diaries,Michael Suby,Série,"Fantasy, Drame",2009,Moyen,USA,Vampire Diaries,https://open.spotify.com/intl-fr/track/2zYcRACdQLdb9yEW0Dh592,spotify:track:2zYcRACdQLdb9yEW0Dh592,,FALSE
Theme from The Walking Dead,The Walking Dead,Bear McCreary,Série,"Horreur, Action, Drame",2010,Facile,USA,,https://open.spotify.com/intl-fr/track/2cji350vUbvxQ9QwyL5Nkp,spotify:track:2cji350vUbvxQ9QwyL5Nkp,,FALSE
Aloha!,The White Lotus,Cristobal Tapia de Veer,Série,Drame,2021,Difficile,USA,,https://open.spotify.com/intl-fr/track/4jNa66Mi5PgcXrEaCiPNMu,spotify:track:4jNa66Mi5PgcXrEaCiPNMu,,FALSE
Way Down in the Hole,The Wire,Tom Waits,Série,Drame,2002,Difficile,USA,,https://open.spotify.com/intl-fr/track/2UJuICe3fMzHn1JnGM7H2V,spotify:track:2UJuICe3fMzHn1JnGM7H2V,,FALSE
Toss A Coin To Your Witcher,The Witcher,"Sonya Belousova, Giona Ostinelli",Série,"Fantasy, Action",2019,Difficile,USA,,https://open.spotify.com/intl-fr/track/2KMLGJ1mPfRE4GNdL92rl3,spotify:track:2KMLGJ1mPfRE4GNdL92rl3,,FALSE
Bad Things,True Blood,Jace Everett,Série,"Fantasy, Drame",2008,Difficile,USA,,https://open.spotify.com/intl-fr/track/3H0XRfbPaBqLd1UjzRMVnt,spotify:track:3H0XRfbPaBqLd1UjzRMVnt,,FALSE
The Umbrella Academy,Umbrella Academy,Jeff Russo,Série,"Fantasy, Drame",2019,Difficile,USA,,https://open.spotify.com/intl-fr/track/40HBFpLPcNekSMF0izOffw,spotify:track:40HBFpLPcNekSMF0izOffw,,FALSE
Main Theme,Urgences,James Newton Howard,Série,Drame,1994,Moyen,USA,ER,https://open.spotify.com/intl-fr/track/6Vx0CaKLwQLKzv666NixMs,spotify:track:6Vx0CaKLwQLKzv666NixMs,,FALSE
If I Had a Heart,Vikings,Fever Ray,Série,Drame,2013,Difficile,USA,,https://open.spotify.com/intl-fr/track/3on9znKmGp0TaYcWPhqdVE,spotify:track:3on9znKmGp0TaYcWPhqdVE,,FALSE
Générique,Walker Texas Ranger,"Tirk Wilder, interprété par Chuck Norris",Série,Action,1993,Difficile,USA,,https://open.spotify.com/intl-fr/track/1P1XcADbuXsJHgjH1SYI1G,spotify:track:1P1XcADbuXsJHgjH1SYI1G,,FALSE
Wanda's Theme,WandaVision,"Kristen Anderson-Lopez, Robert Lopez, Christophe Beck",Série,"Comédie, Super-héro, Marvel",2021,Moyen,USA,,https://open.spotify.com/intl-fr/track/53mmczr5bIsDSjiq3tao62,spotify:track:53mmczr5bIsDSjiq3tao62,,FALSE
Main Title Theme,Westworld,Ramin Djawadi,Série,"Science-Fiction, Drame",2016,Moyen,USA,,https://open.spotify.com/intl-fr/track/2sw8teIvVMRZKKYD5p795f,spotify:track:2sw8teIvVMRZKKYD5p795f,,FALSE
X-Men 97 Theme,X-Men 97,The Newton Brothers,Série,"Animation, Super-héro, Action, Marvel",2024,Moyen,USA,,https://open.spotify.com/intl-fr/track/3GIu4yGiUgvDi9ERewkbIa,spotify:track:3GIu4yGiUgvDi9ERewkbIa,,FALSE
"Hello, You",You,Blake Neely,Série,"Thriller, Drame, Romance",2018,Moyen,USA,,https://open.spotify.com/intl-fr/track/2UoYmDnFpyDWBKh4h8F4qQ,spotify:track:2UoYmDnFpyDWBKh4h8F4qQ,,FALSE
Mighty Little Man,Young Sheldon,Steve Burns,Série,Comédie,2017,Moyen,USA,,https://open.spotify.com/intl-fr/track/6xGXLkxGLXaQlh561A6GFK,spotify:track:6xGXLkxGLXaQlh561A6GFK,,FALSE
Neighbor Like Me,Your Friendly Neighborhood Spider-Man,"Leo Birenberg, Zach Robinson",Série,"Animation, Marvel, Super-héro",2025,Moyen,USA,,https://open.spotify.com/intl-fr/track/2wogAW9Yxufq70Gsa4WxN7,spotify:track:2wogAW9Yxufq70Gsa4WxN7,,FALSE
Générique,Zorro,"George Bruns, Norman Foster",Série,Western,1957,Moyen,USA,,https://open.spotify.com/intl-fr/track/1w5ojZEFCx8xL7JF146XOQ,spotify:track:1w5ojZEFCx8xL7JF146XOQ,,FALSE
